nom,dosage,substance,presentation,forme,statut
VIARECT,100 MG,SILDENAFIL,BOITE DE 4,COMPRIME PELLICULE,Non Commercialisé
VIARECT,25 MG,SILDENAFIL,BOITE DE 1,COMPRIME PELLICULE,Non Commercialisé
VIARECT,25 MG,SILDENAFIL,BOITE DE 2,COMPRIME PELLICULE,Non Commercialisé
VIARECT,25 MG,SILDENAFIL,BOITE DE 4,COMPRIME PELLICULE,Non Commercialisé
VIARECT,50 MG,SILDENAFIL,BOITE DE 1,COMPRIME PELLICULE,Non Commercialisé
VIARECT,50 MG,SILDENAFIL,BOITE DE 2,COMPRIME PELLICULE,Non Commercialisé
VIARECT,50 MG,SILDENAFIL,BOITE DE 4,COMPRIME PELLICULE,Non Commercialisé
VIBRA,200 MG,DOXYCYCLINE,BOITE DE 8,COMPRIME,Commercialisé
VIBRAMYCINE,100 MG,DOXYCYCLINE,BOITE DE 10,COMPRIME,Commercialisé
VIBRAMYCINE,100 MG,DOXYCYCLINE,BOITE DE 5,COMPRIME,Non Commercialisé
VIBREX,100 MG,SILDENAFIL,BOITE DE 1,COMPRIME,Non Commercialisé
VIBREX,100 MG,SILDENAFIL,BOITE DE 4,COMPRIME,Non Commercialisé
VIBREX,50 MG,SILDENAFIL,BOITE DE 1,COMPRIME,Non Commercialisé
VIBREX,50 MG,SILDENAFIL,BOITE DE 4,COMPRIME,Non Commercialisé
VICARDIA,10 MG,RAMIPRIL,BOITE DE 30,COMPRIME SECABLE,Non Commercialisé
VICARDIA,"2,5 MG",RAMIPRIL,BOITE DE 30,COMPRIME SECABLE,Non Commercialisé
VICARDIA,5 MG,RAMIPRIL,BOITE DE 30,COMPRIME SECABLE,Non Commercialisé
VICARDIA,5 MG,RAMIPRIL,BOITE DE 60,COMPRIME SECABLE,Non Commercialisé
VICTOZA,6 MG / ML,LIRAGLUTIDE,BOITE DE 2 STYLOS PRE REPLIE DE 3 ML,SOLUTION INJECTABLE,Commercialisé
VICTOZA,6 MG / ML,LIRAGLUTIDE,BOITE DE 1 STYLO PRE-REMPLI DE 3 ML,SOLUTION INJECTABLE,AMM Sans Prix
VICTOZA,6 MG / ML,LIRAGLUTIDE,BOITE DE 3 STYLOS PRE-REMPLIS DE 3 ML,SOLUTION INJECTABLE,AMM Sans Prix
VICTRELIS,200 MG,BOCEPREVIR,4 ETUIS DE 84 GELULES,GELULE,Non Commercialisé
VIDAZA,25 MG / ML,AZACITIDINE,FLACON DE 30 ML,POUDRE POUR SUSPENSION INJECTABLE,Commercialisé
VIDEX,100 MG,DIDANOSINE,BOITE DE 60,COMPRIME POUR SUSPENSION BUVABLE,Retiré du Marché
VIDEX,150 MG,DIDANOSINE,BOITE DE 60,COMPRIME POUR SUSPENSION BUVABLE,Retiré du Marché
VIDEX,25 MG,DIDANOSINE,BOITE DE 60,COMPRIME POUR SUSPENSION BUVABLE,Retiré du Marché
VIDEX,4 G,DIDANOSINE,FLACON DE 237 ML,POUDRE POUR SOLUTION BUVABLE,Retiré du Marché
VIDEX,50 MG,DIDANOSINE,BOITE DE 60,COMPRIME POUR SUSPENSION BUVABLE,Retiré du Marché
VIEKIRAX,"12,5 MG / 75 MG / 50 MG",OMBITASVIR // PARITAPREVIR // RITONAVIR,BOITE DE 56,COMPRIME PELLICULE,AMM Sans Prix
VIESSIA,10 MG / ML,VINORELBINE,BOITE DE 1 FLACON DE 1 ML,SOLUTION INJECTABLE,AMM Sans Prix
VIGAMOX,5 MG / ML,MOXIFLOXACINE (CHLORHYDRATE),FLACON DE 5 ML,COLLYRE,Commercialisé
VIGOREX,100 MG,SILDENAFIL,BOITE DE 1,COMPRIME PELLICULE,Commercialisé
VIGOREX,100 MG,SILDENAFIL,BOITE DE 4,COMPRIME PELLICULE,Commercialisé
VIGOREX,50 MG,SILDENAFIL,BOITE DE 2,COMPRIME,Commercialisé
VIGOREX,50 MG,SILDENAFIL,BOITE DE 1,COMPRIME PELLICULE,Commercialisé
VIGOREX,50 MG,SILDENAFIL,BOITE DE 4,COMPRIME PELLICULE,Commercialisé
VIKET,"0,25 MG / ML",KETOTIFENE,BOITE DE 1 FLACON DE 5 ML,COLLYRE EN SOLUTION,Commercialisé
VILATO,"0,05 MG / ML",LATANOPROST,"BOITE D'UN FLACON DE 2,5 ML",COLLYRE EN SOLUTION,Commercialisé
VILDUS,50 MG,VILDAGLIPTINE,BOITE DE 30,COMPRIME,Non Commercialisé
VILDUS,51 MG,VILDAGLIPTINE,BOITE DE 60,COMPRIME,Non Commercialisé
VILGAD,50 MG,VILDAGLIPTINE,BOITE DE 30,COMPRIMES,Commercialisé
VILGAD,50 MG,VILDAGLIPTINE,BOITE DE 60,COMPRIMES,Commercialisé
VILGAD MET,50 MG / 1000 MG,VILDAGLIPTINE // METFORMINE (HYDROCHLORIDE),BOITE DE 30,COMPRIMES PELLICULES,Non Commercialisé
VILGAD MET,50 MG / 1000 MG,VILDAGLIPTINE // METFORMINE (HYDROCHLORIDE),BOITE DE 60,COMPRIMES PELLICULES,Non Commercialisé
VILGAD MET,50 MG / 850 MG,VILDAGLIPTINE // METFORMINE (HYDROCHLORIDE),BOITE DE 30,COMPRIMES PELLICULES,Non Commercialisé
VILGAD MET,50 MG / 850 MG,VILDAGLIPTINE // METFORMINE (HYDROCHLORIDE),BOITE DE 60,COMPRIMES PELLICULES,Non Commercialisé
VIMAX,50 MG,SILDENAFIL,BOITE DE 1,COMPRIME A CROQUER,Commercialisé
VIMAX,50 MG,SILDENAFIL,BOITE DE 2,COMPRIME A CROQUER,Commercialisé
VIMAX,50 MG,SILDENAFIL,BOITE DE 4,COMPRIME A CROQUER,Commercialisé
VIMAX,100 MG,SILDENAFIL,BOITE DE 1,COMPRIME A CROQUER,Commercialisé
VIMAX,100 MG,SILDENAFIL,BOITE DE 2,COMPRIME A CROQUER,Commercialisé
VIMAX,100 MG,SILDENAFIL,BOITE DE 4,COMPRIME A CROQUER,Commercialisé
VIMAX,50 MG,SILDENAFIL,BOITE DE 1,COMPRIME PELLICULE SECABLE,Commercialisé
VIMAX,50 MG,SILDENAFIL,BOITE DE 2,COMPRIME PELLICULE SECABLE,Non Commercialisé
VIMAX,50 MG,SILDENAFIL,BOITE DE 4,COMPRIME PELLICULE SECABLE,Commercialisé
VIMAX,100 MG,SILDENAFIL,BOITE DE 1,COMPRIME PELLICULE SECABLE,Commercialisé
VIMAX,100 MG,SILDENAFIL,BOITE DE 2,COMPRIME PELLICULE SECABLE,Non Commercialisé
VIMAX,100 MG,SILDENAFIL,BOITE DE 4,COMPRIME PELLICULE SECABLE,Commercialisé
VIMPAT,10 MG / ML,LACOSAMIDE,BOITE DE 1 FLACON DE 20 ML,SOLUTION POUR PERFUSION,Non Commercialisé
VIMPAT,10 MG / ML,LACOSAMIDE,BOITE DE 5 FLACONS DE 20 ML,SOLUTION POUR PERFUSION,Non Commercialisé
VIMPAT,100 MG,LACOSAMIDE,BOITE DE 56,COMPRIME PELLICULE,Non Commercialisé
VIMPAT,100 MG,LACOSAMIDE,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VIMPAT,150 MG,LACOSAMIDE,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VIMPAT,150 MG,LACOSAMIDE,BOITE DE 56,COMPRIME PELLICULE,Non Commercialisé
VIMPAT,200 MG,LACOSAMIDE,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VIMPAT,200 MG,LACOSAMIDE,BOITE DE 56,COMPRIME PELLICULE,Non Commercialisé
VIMPAT,50 MG,LACOSAMIDE,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VIMPAT,50 MG,LACOSAMIDE,BOITE DE 56,COMPRIME PELLICULE,Non Commercialisé
VIMPAT,10 MG / ML,LACOSAMIDE,FLACON DE 200 ML,SIROP,AMM Sans Prix
VINCRISTINE COOPER,1 MG / 1 ML,VINCRISTINE (SULFATE),BOITE DE 1,SOLUTION INJECTABLE (IV),Retiré du Marché
VINCRISTINE COOPER,1 MG / 1 ML,VINCRISTINE (SULFATE),BOITE DE 5,SOLUTION INJECTABLE (IV),Non Commercialisé
VINORELBINE COOPER,10 MG / ML,VINORELBINE (DITARTRATE),BOITE DE 1 FLACON 2 ML,SOLUTION INJECTABLE POUR PERFUSION IV,Non Commercialisé
VINORELBINE COOPER,50 MG / ML,VINORELBINE (DITARTRATE),BOITE DE 1 FLACON 5 ML,SOLUTION INJECTABLE POUR PERFUSION IV,Non Commercialisé
VIOLO,1 MG / ML,OLOPATADINE (CHLORHYDRATE),BOITE DE 1 FLACON DE 5 ML,COLLYRE EN SOLUTION,Non Commercialisé
VIPDOMET,12.5 MG / 500 MG,ALOGLIPTINE // METFORMINE (CHLORHYDRATE),BOITE DE 56 COMPRIMES,COMPRIMES PELLICULES,Commercialisé
VIPDOMET,12.5 MG / 1000 MG,ALOGLIPTINE // METFORMINE (CHLORHYDRATE),BOITE DE 56 COMPRIMES,COMPRIMES PELLICULES,Commercialisé
VIPIDIA,12.5 MG,ALOGLIPTINE,BOITE DE 28 COMPRIMES,COMPRIMES PELLICULES,Commercialisé
VIPIDIA,25 MG,ALOGLIPTINE,BOITE DE 28 COMPRIMES,COMPRIMES PELLICULES,Commercialisé
VIRABINE,200 MG,RIBAVIRINE,BOITE DE 80,GELULE,Non Commercialisé
VIRABINE,200 MG,RIBAVIRINE,BOITE DE 160,GELULE,Non Commercialisé
VIRAFERON,"3 MUI / 0,5 ML",INTERFERON ALFA-2B,BOITE DE 1 NECESSAIRE,SOLUTION INJECTABLE,Non Commercialisé
VIRAFERON PEG,50 µG,PEGINTERFERON ALFA-2B,STYLO PRE-REMPLIBOITE DE 1 NECESSAIRE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,Retiré du Marché
VIRAFERON PEG,100 µG,PEGINTERFERON ALFA-2B,STYLO PRE-REMPLIBOITE DE 1 NECESSAIRE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,Retiré du Marché
VIRAFERON PEG,120 µG,PEGINTERFERON ALFA-2B,STYLO PRE-REMPLI BOITE DE 1 NECESSAIRE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,Retiré du Marché
VIRAFERON PEG,150 µG,PEGINTERFERON ALFA-2B,STYLO PRE-REMPLI BOITE DE 1 NECESSAIRE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,Retiré du Marché
VIRAFERON PEG,80 µG,PEGINTERFERON ALFA-2B,STYLO PRE-REMPLI BOITE DE 1 NECESSAIRE,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,Retiré du Marché
VIRECTIL,100 MG,SILDENAFIL,BOITE DE 1,COMPRIME PELLICULE,Commercialisé AO / Export
VIRECTIL,100 MG,SILDENAFIL,BOITE DE 4,COMPRIME PELLICULE,Commercialisé AO / Export
VIRECTIL,50 MG,SILDENAFIL,BOITE DE 1,COMPRIME PELLICULE,Commercialisé Export
VIRECTIL,50 MG,SILDENAFIL,BOITE DE 4,COMPRIME PELLICULE,Non Commercialisé
VIRGAN,0.0015,GANCICLOVIR,TUBE DE 5 G,GEL OPHTALMIQUE,Commercialisé
VIRLIX,10 MG / ML,CETIRIZINE (DICHLORHYDRATE),FLACON DE 15 ML,SOLUTION BUVABLE EN GOUTTES,Retiré du Marché
VIRLIX,10 MG,CETIRIZINE (DICHLORHYDRATE),BOITE DE 15,COMPRIME SECABLE,Retiré du Marché
VIRPES,0.05,ACICLOVIR,TUBE DE 10 G,CREME,Commercialisé
VIRPES,200 MG,ACICLOVIR,BOITE DE 25,COMPRIME,Commercialisé
VIRPES,400 MG,ACICLOVIR,BOITE DE 25,COMPRIME,Commercialisé
VIRPES,80 MG / ML,ACICLOVIR,BOITE DE 1 FLACON DE 100 ML,SUSPENSION BUVABLE,Commercialisé
VIRPES,800 MG,ACICLOVIR,BOITE DE 12,COMPRIME,Commercialisé
VIRPES,800 MG,ACICLOVIR,BOITE DE 25,COMPRIME,Commercialisé
VIRTAL,10 MG,TADALAFIL,BOITE DE 12,COMPRIME PELLICULE,Non Commercialisé
VIRTAL,10 MG,TADALAFIL,BOITE DE 2,COMPRIME PELLICULE,Non Commercialisé
VIRTAL,10 MG,TADALAFIL,BOITE DE 4,COMPRIME PELLICULE,Non Commercialisé
VIRTAL,10 MG,TADALAFIL,BOITE DE 8,COMPRIME PELLICULE,Non Commercialisé
VIRTAL,"2,5 MG",TADALAFIL,BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VIRTAL,20 MG,TADALAFIL,BOITE DE 12,COMPRIME PELLICULE,Non Commercialisé
VIRTAL,20 MG,TADALAFIL,BOITE DE 2,COMPRIME PELLICULE,Commercialisé
VIRTAL,20 MG,TADALAFIL,BOITE DE 4,COMPRIME PELLICULE,Commercialisé
VIRTAL,20 MG,TADALAFIL,BOITE DE 8,COMPRIME PELLICULE,Non Commercialisé
VIRTAL,5 MG,TADALAFIL,BOITE DE 14,COMPRIME PELLICULE,Commercialisé
VIRTAL,5 MG,TADALAFIL,BOITE DE 28,COMPRIME PELLICULE,Commercialisé
VIRTAL,"2,5 MG",TADALAFIL,BOITE DE 28,COMPRIME PELLICULE,Non Commercialisé
VISANNE,2 MG,DIENOGEST,BOITE DE 28,COMPRIME,Retiré du Marché
VISCERALGINE,10 MG / 5 ML,TIEMONIUM (METHYLSULFATE ),FLACON DE 150 ML,SIROP,Commercialisé AO / Export
VISCERALGINE,20 MG,TIEMONIUM (METHYLSULFATE ),BOITE DE 20,SUPPOSITOIRE,Commercialisé AO / Export
VISCERALGINE,5 MG / 2 ML,TIEMONIUM (METHYLSULFATE ),BOITE DE 10 AMPOULES,SOLUTION INJECTABLE,Non Commercialisé
VISCERALGINE,50 MG,TIEMONIUM (METHYLSULFATE ),BOITE DE 30,COMPRIME PELLICULE,Commercialisé Export
VISIPAQUE,270 MG IODE / ML,IODIXANOL,BOITE D'UN FLACON DE 100 ML,SOLUTION INJECTABLE,Commercialisé
VISIPAQUE,270 MG IODE / ML,IODIXANOL,BOITE D'UN FLACON DE 50 ML,SOLUTION INJECTABLE,Commercialisé
VISIPAQUE,320 MG IODE / ML,IODIXANOL,BOITE D'UN FLACON DE 100 ML,SOLUTION INJECTABLE,Commercialisé
VISIPAQUE,320 MG IODE / ML,IODIXANOL,BOITE D'UN FLACON DE 50 ML,SOLUTION INJECTABLE,Commercialisé
VISOF,3 MG / ML,OFLOXACINE,FLACON DE 5 ML,COLLYRE EN SOLUTION,Commercialisé
VISSEN,5 MG,ROSUVASTATINE,BOITES DE 30 COMPRIMES PELLICULES,COMPRIME PELLICULE,Commercialisé
VISSEN,10 MG,ROSUVASTATINE,BOITES DE 30 COMPRIMES PELLICULES,COMPRIME PELLICULE,Commercialisé
VISSEN,20 MG,ROSUVASTATINE,BOITES DE 30 COMPRIMES PELLICULES,COMPRIME PELLICULE,Commercialisé
VISTABEL 4 UnitEs ALLERGAN,"0,1 ML",TOXINE BOTULINIQUE DE TYPE A,UN FLACON DE 50 UNITES,POUDRE POUR SOLUTION INJECTABLE,Commercialisé
VISUDYNE,15 MG,VERTEPORFINE,BOITE DE 1,POUDRE POUR PERFUSION EN FLACON DE 10 ML,Retiré du Marché
VITA C,1000 ( 1 G / 5 ML ),VITAMINE C (ACIDE ASCORBIQUE),BOITE DE 6 AMPOULES DE 5 ML,SOLUTION INJECTABLE ( IV ),Non Commercialisé
VITA C 1000,1 G,VITAMINE C (ACIDE ASCORBIQUE),BOITE DE 10,COMPRIME EFFERVESCENT,Commercialisé
VITA C 1000,1 G,VITAMINE C (ACIDE ASCORBIQUE),BOITE DE 10,COMPRIME EFFERVESCENT SANS SUCRE,Commercialisé
VITA C 1000,1 G,VITAMINE C (ACIDE ASCORBIQUE),BOITE DE 20,COMPRIME EFFERVESCENT,Commercialisé
VITAIR,100 µG,SALBUTAMOL (SULFATE),FLACON DE 200 DOSES,AEROSOL,Non Commercialisé
VITAMINE C,500 MG,VITAMINE C (ACIDE ASCORBIQUE),BOITES DE 20,COMPRIMES EFFERVESCENTS,AMM Sans Prix
VITAMINE C,500 MG,VITAMINE C (ACIDE ASCORBIQUE),BOITES DE 10,COMPRIMES EFFERVESCENTS,AMM Sans Prix
VITAMINE C 1000,1 G,VITAMINE C (ACIDE ASCORBIQUE),BOITE DE 10,COMPRIME EFFERVESCENT,Commercialisé
VITAMINE C 1000,1 G,VITAMINE C (ACIDE ASCORBIQUE),BOITE DE 20,COMPRIME EFFERVESCENT,Commercialisé
VITAMINE C 1000 MG BOTTU,1000 MG,VITAMINE C (ACIDE ASCORBIQUE),BOITE DE 1 TUBE DE 10,COMPRIMES EFFERVESCENTS,Commercialisé
VITAMINE D3 B.O.N.,200 000 UI / ML,VITAMINE D3 (CHOLECALCIFEROL),AMPOULE DE 1 ML BOITE UNITAIRE,SOLUTION INJECTABLE (IM),Commercialisé
VITANEVRIL FORT,100 MG,BENFOTIAMINE,BOITE DE 30,COMPRIME DRAGEFIE,Commercialisé
VITATLON 500,"250 MG / 281,30 MG",VITAMINE C (ACIDE ASCORBIQUE) // VITAMINE C (ASCORBATE DE SODIUM),BOITE DE 20,COMPRIME A CROQUER,Commercialisé AO
VITATLON PLUS,500 MG / 10 MG / 50 MG / 200 MG,VITAMINE C (ACIDE ASCORBIQUE) // VITAMINE B6 (PYRIDOXINE CHLORHYDRATE) // VITAMINE B3 (NICOTINAMIDE) // ASPARTATE DE MAGNESIUM,BOITE DE 10,COMPRIME EFFERVESCENT,Commercialisé
VITATLON PLUS,500 MG / 10 MG / 50 MG / 200 MG,VITAMINE C (ACIDE ASCORBIQUE) // VITAMINE B6 (PYRIDOXINE CHLORHYDRATE) // VITAMINE B3 (NICOTINAMIDE) // ASPARTATE DE MAGNESIUM,BOITE DE 20,COMPRIME EFFERVESCENT,Commercialisé
VIVACE,30 MG / 10 MG,DELAPRIL // MANIDIPINE (DICHLORHYDRATE),BOITE DE 28,COMPRIME SECABLE,Retiré du Marché
VIVAMYNE,-,ASSOCIATION VITAMINIQUE // SELS MINERAUX,BOITE DE 15,COMPRIME,Non Commercialisé
VIZARTAN,50 MG,LOSARTAN (POTASSIQUE),BOITE DE 14,COMPRIME,Non Commercialisé
VIZARTAN,50 MG,LOSARTAN (POTASSIQUE),BOITE DE 28,COMPRIME,Non Commercialisé
VIZARTAN,100 MG,LOSARTAN (POTASSIQUE),BOITE DE 28,COMPRIME PELLICULE,Non Commercialisé
VIZARTAN,100 MG,LOSARTAN (POTASSIQUE),BOITE DE 14,COMPRIME PELLICULE,Non Commercialisé
VOGALENE,0.001,METOPIMAZINE,FLACON DE 150 ML,SUSPENSION BUVABLE,Commercialisé Export
VOGALENE,0.004,METOPIMAZINE,FLACON DE 30 ML,GOUTTE,Commercialisé Export
VOGALENE,10 MG / 1 ML,METOPIMAZINE,BOITE DE 10 AMPOULES DE 1 ML,SOLUTION INJECTABLE,Non Commercialisé
VOGALENE,10 MG / 1 ML,METOPIMAZINE,BOITE DE 5 AMPOULES DE 1 ML,SOLUTION INJECTABLE,Non Commercialisé
VOGALENE,15 MG,METOPIMAZINE,BOITE DE 20,GELULE,Commercialisé Export
VOGALENE,5 MG,METOPIMAZINE,BOITE DE 10,SUPPOSITOIRE,Commercialisé Export
VOGASET,4 MG / 2 ML,ONDANSETRON (CHLOHYDRATE),BOITE DE 1,SOLUTION INJECTABLE,Non Commercialisé
VOGASET,4 MG / 2 ML,ONDANSETRON (CHLOHYDRATE),BOITE DE 5,SOLUTION INJECTABLE,Non Commercialisé
VOGASET,8 MG / 4 ML,ONDANSETRON (CHLOHYDRATE),BOITE DE 1,SOLUTION INJECTABLE,Non Commercialisé
VOGASET,8 MG / 4 ML,ONDANSETRON (CHLOHYDRATE),BOITE DE 5,SOLUTION INJECTABLE,Non Commercialisé
VOGASET,8 MG,ONDANSETRON (CHLOHYDRATE),BOITE DE 10,COMPRIME PELLICULE,Non Commercialisé
VOLTARENE,100 MG,DICLOFENAC (SODIQUE),BOITE DE 10,SUPPOSITOIRE,Commercialisé
VOLTARENE,100 MG,DICLOFENAC (SODIQUE),BOITE DE 5,SUPPOSITOIRE,Commercialisé
VOLTARENE,"12,5 MG",DICLOFENAC (SODIQUE),BOITE DE 10,SUPPOSITOIRE,Retiré du Marché
VOLTARENE,25 MG,DICLOFENAC (SODIQUE),BOITE DE 30,COMPRIME PELLICULE,Commercialisé
VOLTARENE,25 MG,DICLOFENAC (SODIQUE),BOITE DE 10,SUPPOSITOIRE,Commercialisé
VOLTARENE,50 MG,DICLOFENAC (SODIQUE),BOITE DE 30,COMPRIME PELLICULE,Commercialisé
VOLTARENE,75 MG,DICLOFENAC (SODIQUE),BOITE DE 2 AMPOULE DE 3 ML,SOLUTION INJECTABLE,Commercialisé
VOLTARENE,75 MG,DICLOFENAC (SODIQUE),BOITE DE 5 AMPOULE DE 3 ML,SOLUTION INJECTABLE,Commercialisé
VOLTARENE EMULGEL,0.01,DICLOFENAC (DIETHYLAMINE),TUBE DE 100 G,GEL EMULSION,Non Commercialisé
VOLTARENE EMULGEL,0.01,DICLOFENAC (DIETHYLAMINE),TUBE DE 50 G,GEL EMULSION,Commercialisé
VOLTARENE EMULGEL,0.01,DICLOFENAC (DIETHYLAMINE),TUBE DE 20 G,GEL EMULSION,Retiré du Marché
VOLTARENE LP,100 MG,DICLOFENAC (SODIQUE),BOITE DE 10,COMPRIME PELLICULE,Commercialisé
VOLTARENE SR,75 MG,DICLOFENAC (SODIQUE),BOITE DE 20,COMPRIME ENROBE,Commercialisé
VOLTFAST,50 MG,DICLOFENAC (POTASSIQUE),BOITE DE 9,SACHET,Commercialisé
VOLUVEN,0.06,HYDROXYETHYLAMIDON 130 000 // CHLORURE DE SODIUM,POCHE DE 500 ML,SOLUTION POUR PERFUSION,Non Commercialisé
VOMISTOP,"0,240 G / 100 ML",METOCLOPRAMIDE,FLACON DE 45 ML,SOLUTION BUVABLE EN GOUTTES,Commercialisé AO
VOMISTOP,10 MG / 2 ML,METOCLOPRAMIDE,BOITE DE 12 AMPOULES,SOLUTION INJECTABLE,Commercialisé AO / Export
VOMISTOP,10 MG / 2 ML,METOCLOPRAMIDE,BOITE DE 6 AMPOULES,SOLUTION INJECTABLE,Commercialisé AO
VOMISTOP,10 MG,METOCLOPRAMIDE,BOITE DE 40,COMPRIME,Commercialisé AO / Export
VOMISTOP,10 MG,METOCLOPRAMIDE,BOITE DE 10,SUPPOSITOIRE,Commercialisé AO / Export
VOMISTOP,20 MG,METOCLOPRAMIDE,BOITE DE 10,SUPPOSITOIRE,Commercialisé AO / Export
VOMISTOP,0.001,METOCLOPRAMIDE,FLACON DE 130 ML,SOLUTION BUVABLE,Commercialisé AO / Export
VOMISTOP,10 MG / 2 ML,METOCLOPRAMIDE,BOITE DE 90,SOLUTION INJECTABLE,AMM Sans Prix
VONAZ,200 MG,VORICONAZOLE,BOITE D'UN FLACON,POUDRE LYOPHILISEE POUR SOLUTION POUR PERFUSION,Commercialisé
VORICONAZOLE MYLAN,200 MG,VORICONAZOLE,BOITE DE 15,COMPRIME PELLICULE,Commercialisé AO
VOTRIENT,200 MG,PAZOPANIB (CHLORHYDRATE),BOITE DE 90,COMPRIME PELLICULE,Retiré du Marché
VOTRIENT,400 MG,PAZOPANIB (CHLORHYDRATE),BOITE DE 30,COMPRIME PELLICULE,Retiré du Marché
VOTRIENT,200 MG,PAZOPANIB (CHLORHYDRATE),BOITE DE 30,COMPRIME PELLICULE,Commercialisé
VOTRIENT,400 MG,PAZOPANIB (CHLORHYDRATE),BOITE DE 60,COMPRIME PELLICULE,Commercialisé
VOXCIB,100 MG,CELECOXIB,BOITE DE 20,GELULE,Commercialisé
VOXCIB,200 MG,CELECOXIB,BOITE DE 10,GELULE,Commercialisé
VOXCIB,200 MG,CELECOXIB,BOITE DE 20,GELULE,Commercialisé
VOZIN,5 MG,METOPIMAZINE,BOITE DE 10,SUPPOSITOIRES,Non Commercialisé
VOZIN,0.001,METOPIMAZINE,BOITE D'UN FLACON DE 150 ML,SOLUTION BUVABLE,Non Commercialisé
VOZIN,0.004,METOPIMAZINE,BOITE D'UN FLACON DE 30 ML,SOLUTION BUVABLE EN GOUTTES,Non Commercialisé
VOZIN,5 MG,METOPIMAZINE,BOITE DE 100,SUPPOSITOIRE,AMM Sans Prix
VUZOR,5 MG,ROSUVASTATINE (CALCIQUE),BOITE DE 10,COMPRIMES PELLICULES,Non Commercialisé
VUZOR,5 MG,ROSUVASTATINE (CALCIQUE),BOITE DE 30,COMPRIMES PELLICULES,Non Commercialisé
VUZOR,10 MG,ROSUVASTATINE (CALCIQUE),BOITE DE 10,COMPRIMES PELLICULES,Non Commercialisé
VUZOR,10 MG,ROSUVASTATINE (CALCIQUE),BOITE DE 30,COMPRIMES PELLICULES,Non Commercialisé
VUZOR,20 MG,ROSUVASTATINE (CALCIQUE),BOITE DE 10,COMPRIMES PELLICULES,Non Commercialisé
VUZOR,20 MG,ROSUVASTATINE (CALCIQUE),BOITE DE 30,COMPRIMES PELLICULES,Non Commercialisé
VYDURA,75 MG,RIMEGEPANT (SULFATE),BOTE DE 2,LYOPHILISAT ORAL,Commercialisé
VYDURA,75 MG,RIMEGEPANT (SULFATE),BOITE DE 8,LYOPHILISAT ORAL,Commercialisé
VYNDAQEL,61 MG,TAFAMIDIS MICRONISE,BOITE DE 30 CAPSULES MOLLES,CAPSULE MOLLE POUR VOIE ORALE,Commercialisé
VYOXET,20 MG,FLUOXETINE,BOITE DE 14,GELULE,Non Commercialisé
VYOXET,20 MG,FLUOXETINE,BOITE DE 28,GELULE,Commercialisé
WARTEC,0.0015,PODOPHYLLOTOXINE,TUBE DE 5 G,CREME,Retiré du Marché
WELIN,30 MG,DULOXETINE (CHLORHYDRATE),BOITE DE 28,CAPSULE GASTRO-RESISTANTE,Commercialisé
WELIN,60 MG,DULOXETINE (CHLORHYDRATE),BOITE DE 28,CAPSULE GASTRO-RESISTANTE,Non Commercialisé
WELLBUTRIN XR,150 MG,BUPROPION (CHLORHYDRATE),BOITE DE 30,COMPRIME A LIBERATION MODIFIEE,Commercialisé
WELLBUTRIN XR,150 MG,BUPROPION (CHLORHYDRATE),BOITE DE 7,COMPRIME A LIBERATION MODIFIEE,Non Commercialisé
WELLBUTRIN XR,150 MG,BUPROPION (CHLORHYDRATE),BOITE DE 90,COMPRIME A LIBERATION MODIFIEE,Non Commercialisé
WELLBUTRIN XR,300 MG,BUPROPION (CHLORHYDRATE),BOITE DE 30,COMPRIME A LIBERATION MODIFIEE,Commercialisé
WELLBUTRIN XR,300 MG,BUPROPION (CHLORHYDRATE),BOITE DE 7,COMPRIME A LIBERATION MODIFIEE,Non Commercialisé
WELLBUTRIN XR,300 MG,BUPROPION (CHLORHYDRATE),BOITE DE 90,COMPRIME A LIBERATION MODIFIEE,Non Commercialisé
WEUPHORIA,"38,8 µg / 0,5 ML",VACCIN ( PNEUMOCOCCIQUE POLYOSIDIQUE CONJUGUE 13-VALENT ),BOITE UNITAIRE,SUSPENSION INJECTABLE EN SERINGUE PRE-REMPLIE,Commercialisé AO
WICOR,20 MG,RIVAROXABAN,BOITE DE 6 COMPRIMES PELLICULES,COMPRIME PELLICULE,AMM Sans Prix
WICOR,20 MG,RIVAROXABAN,BOITE DE 12 COMPRIMES PELLICULES,COMPRIME PELLICULE,Non Commercialisé
WICOR,20 MG,RIVAROXABAN,BOITE DE 24 COMPRIMES PELLICULES,COMPRIME PELLICULE,AMM Sans Prix
WICOR,20 MG,RIVAROXABAN,BOITE DE 30 COMPRIMES PELLICULES,COMPRIME PELLICULE,Commercialisé
WICOR,20 MG,RIVAROXABAN,BOITE DE 42 COMPRIMES PELLICULES,COMPRIME PELLICULE,Non Commercialisé
